,Category,lat,lon,Part of month,Observation Date,Impacted Area (ha),Country,Location Name,Data updated on,Soil_Moisture
4974,Band,3.27333333333333,37.0388888888889,Early,2020-06-08,3.0,Kenya,Marsabit County Nort,Tue Feb  1 16:04:44 2022,0.01899999938905239
4975,Band,3.01416666666667,35.4855555555556,Early,2020-06-02,50.0,Kenya,"Turkana County, Nape",Tue Feb  1 16:04:44 2022,0.03400000184774399
4982,Swarm,1.36361111111111,36.8297222222222,Late,2021-04-22,120.0,Kenya,Samburu County,Tue Feb  1 16:04:44 2022,0.15800000727176666
4983,Band,2.5172222220000435,35.73333333300008,Late,2020-05-28,600.0,Kenya,lokichar location (,Tue Feb  1 16:04:44 2022,0.026000000536441803
4985,Swarm,0.6236111110000593,36.98722222200007,Late,2020-04-26,150.0,Kenya,Laikipia,Tue Feb  1 16:04:44 2022,0.4050000011920929
4986,Band,2.35444444444444,35.8116666666667,Early,2020-06-09,1.0,Kenya,Turkana,Tue Feb  1 16:04:44 2022,0.30399999022483826
4987,Band,3.33166666666667,37.07,Early,2020-06-08,10.0,Kenya,korka,Tue Feb  1 16:04:44 2022,0.01600000075995922
4990,Swarm,0.279166666666667,37.4136111111111,Early,2021-01-31,100.0,Kenya,Lewa,Tue Feb  1 16:04:44 2022,0.18400000035762787
4992,Band,2.29694444444444,39.7094444444445,Late,2020-06-24,200.0,Kenya,Wajir County,Tue Feb  1 16:04:44 2022,0.10700000077486038
4993,Band,3.53055555555556,35.8619444444444,Middle,2020-06-18,1.0,Kenya,kalokol,Tue Feb  1 16:04:44 2022,0.20200000703334808
4994,Band,2.72972222222222,36.7416666666667,Middle,2020-06-18,200.0,Kenya,nakutokonok-Marsabit,Tue Feb  1 16:04:44 2022,0.003000000026077032
4996,Band,3.26944444444444,37.3075,Early,2020-06-01,100.0,Kenya,Marsabit County- Dib,Tue Feb  1 16:04:44 2022,0.008999999612569809
4997,Band,2.48694444444444,36.8413888888889,Early,2020-06-03,2.0,Kenya,marsabit county suny,Tue Feb  1 16:04:44 2022,0.020999999716877937
4998,Swarm,2.26888888888889,35.7583333333333,Middle,2020-06-17,150.0,Kenya,nakaal anakapel,Tue Feb  1 16:04:44 2022,0.20200000703334808
4999,Swarm,2.87305555555556,36.7127777777778,Early,2021-01-31,15.0,Kenya,Marsabit county Loiy,Tue Feb  1 16:04:44 2022,0.0020000000949949026
5000,Swarm,1.71972222222222,40.1997222222222,Early,2021-01-04,100.0,Kenya,NE Wajir,Tue Feb  1 16:04:44 2022,0.11800000071525574
5001,Swarm,0.596944444444445,36.8866666666667,Middle,2021-01-19,10.0,Kenya,Isiolo countyoldonyi,Tue Feb  1 16:04:44 2022,0.27399998903274536
5002,Swarm,1.67972222222222,37.7258333333333,Early,2021-01-31,100.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022,0.024000000208616257
5008,Swarm,2.61277777777778,36.2236111111111,Middle,2020-06-11,8.0,Kenya,"Kangirisae, Kangiris",Tue Feb  1 16:04:44 2022,0.010999999940395355
5009,Band,3.18555555555556,36.9013888888889,Middle,2020-06-12,52.0,Kenya,elborumagado,Tue Feb  1 16:04:44 2022,0.0
5014,Swarm,1.62416666666667,37.7908333333333,Early,2021-01-31,100.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022,0.024000000208616257
5016,Swarm,2.9375,37.3388888888889,Middle,2021-01-19,250.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022,0.007000000216066837
5017,Swarm,-0.961111111111111,37.6816666666667,Middle,2021-02-13,172.0,Kenya,Machakos County,Tue Feb  1 16:04:44 2022,0.3479999899864197
5018,Swarm,-0.384166666666667,37.6861111111111,Middle,2021-02-15,2.0,Kenya,tharaka nithi muchat,Tue Feb  1 16:04:44 2022,0.41100001335144043
5019,Swarm,0.0238888888888889,35.7377777777778,Late,2021-02-26,50.0,Kenya,Baringo County Sogon,Tue Feb  1 16:04:44 2022,0.3330000042915344
5020,Band,3.14916666666667,36.9175,Middle,2020-06-18,12.0,Kenya,"Marsabit County, elb",Tue Feb  1 16:04:44 2022,0.0
5022,Band,2.34138888888889,37.4711111111111,Early,2020-06-07,15.0,Kenya,marsabit county karg,Tue Feb  1 16:04:44 2022,0.017999999225139618
5024,Band,2.37694444400006,35.65305555600003,Late,2020-05-28,350.0,Kenya,nayanaereng,Tue Feb  1 16:04:44 2022,0.010999999940395355
5026,Swarm,2.3997222220000367,36.86027777800007,Early,2020-04-09,5.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022,0.02199999988079071
5027,Swarm,-0.5499999999999545,37.31666666700005,Late,2020-02-29,100.0,Kenya,Nyeri,Tue Feb  1 16:04:44 2022,0.3499999940395355
5029,Band,2.29888888888889,35.8102777777778,Middle,2020-06-17,300.0,Kenya,"kaimengur, kochodin",Tue Feb  1 16:04:44 2022,0.28700000047683716
5030,Band,2.57583333333333,36.2363888888889,Early,2020-06-07,0.5,Kenya,"Kangirisae, Kangiris",Tue Feb  1 16:04:44 2022,0.003000000026077032
5031,Band,3.17861111111111,36.945,Middle,2020-06-12,8.0,Kenya,Marsabit County -El,Tue Feb  1 16:04:44 2022,0.0
5032,Band,3.32027777777778,37.0697222222222,Middle,2020-06-12,2.0,Kenya,Marsabit County Nort,Tue Feb  1 16:04:44 2022,0.0
5034,Swarm,-0.861666666666667,37.7005555555556,Middle,2021-02-13,16.0,Kenya,Machakos County masi,Tue Feb  1 16:04:44 2022,0.33000001311302185
5037,Band,2.62583333333333,35.2408333333333,Late,2020-06-24,3.5,Kenya,locher esekon loima,Tue Feb  1 16:04:44 2022,0.22200000286102295
5039,Band,3.1025,35.6158333333333,Early,2020-06-06,500.0,Kenya,Kanamkemer ministry,Tue Feb  1 16:04:44 2022,0.04699999839067459
5044,Swarm,1.03,36.4302777777778,Middle,2020-09-12,100.0,Kenya,pokot,Tue Feb  1 16:04:44 2022,0.2720000147819519
5045,Swarm,2.26638888888889,35.7541666666667,Late,2020-06-21,15.0,Kenya,kaloucholem,Tue Feb  1 16:04:44 2022,0.29899999499320984
5054,Band,2.88611111111111,35.2608333333333,Early,2020-06-08,50.0,Kenya,lorugum,Tue Feb  1 16:04:44 2022,0.34599998593330383
5055,Swarm,2.25361111111111,35.7347222222222,Middle,2020-06-13,2.0,Kenya,kaloucholem,Tue Feb  1 16:04:44 2022,0.09600000083446503
5056,Swarm,0.543055555555556,35.7322222222222,Late,2021-02-23,80.0,Kenya,Baringo countyPael,Tue Feb  1 16:04:44 2022,0.2680000066757202
5058,Band,3.09277777777778,36.8575,Late,2020-06-21,19.0,Kenya,"Marsabit county, cha",Tue Feb  1 16:04:44 2022,0.004999999888241291
5060,Band,3.12694444444444,37.4266666666667,Early,2020-06-05,0.5,Kenya,manyatta lala salama,Tue Feb  1 16:04:44 2022,0.010999999940395355
5067,Swarm,-1.833333332999928,36.78333333300003,Early,2020-02-09,100.0,Kenya,Kajiado Sprayed,Tue Feb  1 16:04:44 2022,0.34299999475479126
5068,Band,2.5475,36.2263888888889,Early,2020-06-02,0.13,Kenya,"kalapata, nakalei Su",Tue Feb  1 16:04:44 2022,0.009999999776482582
5069,Band,3.18638888888889,36.9338888888889,Early,2020-06-09,7.0,Kenya,Marsabit County -El,Tue Feb  1 16:04:44 2022,0.017000000923871994
5070,Band,2.75611111111111,34.88,Middle,2020-06-18,5.0,Kenya,"Turkana County,Lokir",Tue Feb  1 16:04:44 2022,0.34299999475479126
5071,Band,3.53472222222222,35.8611111111111,Late,2020-06-23,1.0,Kenya,kalokol,Tue Feb  1 16:04:44 2022,0.3330000042915344
5074,Band,2.01,36.1147222222222,Middle,2020-06-14,6.0,Kenya,Elelea,Tue Feb  1 16:04:44 2022,0.4169999957084656
5075,Band,3.21305555555556,36.9708333333333,Early,2020-06-04,1.5,Kenya,"Diid Siribi, Marsabi",Tue Feb  1 16:04:44 2022,0.004999999888241291
5076,Swarm,0.634722222222222,36.9847222222222,Middle,2021-01-15,360.0,Kenya,Isiolo County oldony,Tue Feb  1 16:04:44 2022,0.1589999943971634
5077,Swarm,-1.48805555555556,37.3941666666667,Early,2021-02-07,100.0,Kenya,Kithaigani machakos,Tue Feb  1 16:04:44 2022,0.1889999955892563
5078,Swarm,0.317222222222222,36.3766666666667,Late,2021-02-24,10.0,Kenya,Laikipia County kara,Tue Feb  1 16:04:44 2022,0.4390000104904175
5081,Band,3.22444444444444,35.4830555555556,Middle,2020-06-10,0.5,Kenya,"Loima,Turkwel,Lopeis",Tue Feb  1 16:04:44 2022,0.2939999997615814
5082,Band,3.321388889000048,37.06805555600005,Early,2020-04-07,20.0,Kenya,Marsabit,Tue Feb  1 16:04:44 2022,0.014000000432133675
5084,Band,2.890000000000043,35.25944444400005,Late,2020-05-21,50.0,Kenya,"Loima,Turkwel,Lolupe",Tue Feb  1 16:04:44 2022,0.02800000086426735
5085,Swarm,-0.0333333329999732,36.73333333300008,Early,2020-04-01,100.0,Kenya,Ngobit ward,Tue Feb  1 16:04:44 2022,0.4009999930858612
5086,Swarm,2.145277778000036,35.803611111000066,Middle,2020-05-12,170.0,Kenya,ngilimo aikemer,Tue Feb  1 16:04:44 2022,0.06199999898672104
5087,Swarm,2.2286111110000206,36.75055555600005,Middle,2020-05-19,1000.0,Kenya,"Najarani, samburu",Tue Feb  1 16:04:44 2022,0.21400000154972076
5088,Swarm,1.04916666666667,37.1386111111111,Middle,2020-08-19,30.0,Kenya,Rigrig,Tue Feb  1 16:04:44 2022,0.23100000619888306
5089,Band,2.79861111111111,35.2380555555556,Middle,2020-06-16,0.05,Kenya,Turkana County Sasak,Tue Feb  1 16:04:44 2022,0.328000009059906
5093,Band,3.09722222222222,35.6119444444444,Middle,2020-06-13,10.0,Kenya,"Turkana, turkana cen",Tue Feb  1 16:04:44 2022,0.09099999815225601
5094,Swarm,2.56277777777778,37.0936111111111,Middle,2020-06-13,10.0,Kenya,Oltorot,Tue Feb  1 16:04:44 2022,0.0020000000949949026
5095,Swarm,2.19027777777778,35.7380555555556,Late,2020-06-27,100.0,Kenya,"naaselem, kochodin W",Tue Feb  1 16:04:44 2022,0.21199999749660492
5096,Swarm,1.69277777777778,40.0847222222222,Early,2021-01-05,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022,0.14300000667572021
5097,Swarm,0.431111111111111,36.6602777777778,Middle,2021-02-15,100.0,Kenya,Olmaisor,Tue Feb  1 16:04:44 2022,0.22599999606609344
5098,Swarm,2.7725,36.7180555555556,Early,2021-02-01,30.0,Kenya,Marsabit county Loiy,Tue Feb  1 16:04:44 2022,0.004999999888241291
5099,Band,2.29055555555556,35.7119444444444,Early,2020-06-03,5000.0,Kenya,"Nganomata, Turkana s",Tue Feb  1 16:04:44 2022,0.026000000536441803
5102,Swarm,-0.396111111111111,37.2011111111111,Early,2021-03-07,100.0,Kenya,mt kenya forest,Tue Feb  1 16:04:44 2022,0.3140000104904175
5103,Swarm,-0.367777777777778,36.5488888888889,Late,2021-03-30,100.0,Kenya,Wanjohi Nyandarua Co,Tue Feb  1 16:04:44 2022,0.41200000047683716
5104,Swarm,-0.1333333329999391,37.60000000000008,Middle,2020-02-17,100.0,Kenya,Muchogomo,Tue Feb  1 16:04:44 2022,0.37700000405311584
5105,Band,3.31722222222222,37.0636111111111,Early,2020-06-07,6.0,Kenya,El isako malla,Tue Feb  1 16:04:44 2022,0.0
5106,Band,2.86694444444444,35.2372222222222,Late,2020-06-20,0.9,Kenya,"loima subcounty,turk",Tue Feb  1 16:04:44 2022,0.23999999463558197
5112,Swarm,2.35444444444444,38.0005555555556,Middle,2021-01-17,100.0,Kenya,Marsabit CountyJIRIM,Tue Feb  1 16:04:44 2022,0.27000001072883606
5113,Swarm,2.76305555555556,36.715,Early,2021-02-08,1.0,Kenya,Direta villagemarsab,Tue Feb  1 16:04:44 2022,0.009999999776482582
5114,Swarm,1.40388888888889,40.1647222222222,Early,2021-02-01,100.0,Kenya,Wajir County,Tue Feb  1 16:04:44 2022,0.12999999523162842
5116,Band,2.85055555555556,35.2527777777778,Middle,2020-06-17,800.0,Kenya,turkana county loima,Tue Feb  1 16:04:44 2022,0.4050000011920929
5117,Band,2.06111111111111,37.9033333333333,Middle,2020-06-14,1.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022,0.14100000262260437
5118,Band,2.28,35.7775,Late,2020-06-22,30.0,Kenya,napemin :turkana eas,Tue Feb  1 16:04:44 2022,0.4390000104904175
5122,Band,2.8261111110000456,35.09138888900003,Late,2020-05-25,120.0,Kenya,turkana county loima,Tue Feb  1 16:04:44 2022,0.01600000075995922
5123,Swarm,2.491666667000061,36.83194444400005,Middle,2020-04-14,200.0,Kenya,Marsabit,Tue Feb  1 16:04:44 2022,0.026000000536441803
5124,Swarm,-1.133333332999939,37.61666666700006,Middle,2020-02-18,100.0,Kenya,Kivandini kya Ngengi,Tue Feb  1 16:04:44 2022,0.3240000009536743
5125,Swarm,-0.7333333329999618,37.86666666700006,Early,2020-02-09,100.0,Kenya,Karura village,Tue Feb  1 16:04:44 2022,0.4390000104904175
5131,Band,2.23166666666667,35.7319444444444,Middle,2020-06-18,10.0,Kenya,"Turkana County, Kalo",Tue Feb  1 16:04:44 2022,0.1940000057220459
5135,Swarm,-1.56277777777778,37.7902777777778,Middle,2021-02-14,25.0,Kenya,Kitui County,Tue Feb  1 16:04:44 2022,0.20800000429153442
5136,Band,2.24444444444444,35.7366666666667,Middle,2020-06-17,50.0,Kenya,"kanaiki, kochodin Wa",Tue Feb  1 16:04:44 2022,0.2460000067949295
5139,Swarm,2.73944444444444,36.7211111111111,Middle,2020-06-15,30.0,Kenya,"Marsabit County, San",Tue Feb  1 16:04:44 2022,0.08399999886751175
5140,Swarm,0.8716666670000563,37.03083333300003,Late,2020-04-24,150.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022,0.41100001335144043
5141,Band,3.18888888888889,36.9352777777778,Early,2020-06-05,15.0,Kenya,Marsabit County -El,Tue Feb  1 16:04:44 2022,0.0020000000949949026
5142,Band,2.24444444444444,35.7366666666667,Middle,2020-06-17,200.0,Kenya,"kanaiki, kochodin Wa",Tue Feb  1 16:04:44 2022,0.2460000067949295
5143,Swarm,4.0075,41.0455555555556,Early,2021-11-01,2000.0,Kenya,Mandera County Rhamu,Tue Feb  1 16:04:44 2022,0.1080000028014183
5145,Band,2.80472222222222,35.0744444444444,Middle,2020-06-19,0.2,Kenya,"Turkana county,Locho",Tue Feb  1 16:04:44 2022,0.36000001430511475
5147,Swarm,0.231666666666667,37.3761111111111,Middle,2021-02-11,100.0,Kenya,inside lewa conserva,Tue Feb  1 16:04:44 2022,0.39100000262260437
5149,Band,2.28055555555556,35.8097222222222,Middle,2020-06-14,5000.0,Kenya,"Namudat, kochodin Wa",Tue Feb  1 16:04:44 2022,0.32499998807907104
5150,Band,3.233055556000068,35.69722222200005,Late,2020-03-25,100.0,Kenya,ELiye junction 2 Spr,Tue Feb  1 16:04:44 2022,0.029999999329447746
5151,Swarm,0.8500000000000227,35.30000000000007,Late,2020-02-29,100.0,Kenya,Koisagat hills,Tue Feb  1 16:04:44 2022,0.1550000011920929
5152,Band,2.20861111111111,35.7672222222222,Early,2020-06-04,200.0,Kenya,ngiburin -turkana ea,Tue Feb  1 16:04:44 2022,0.017999999225139618
5158,Swarm,2.27166666666667,35.7238888888889,Late,2020-06-23,150.0,Kenya,lokitoliwo,Tue Feb  1 16:04:44 2022,0.27300000190734863
5159,Swarm,1.095,36.6966666666667,Middle,2020-10-19,85.0,Kenya,Samburu County,Tue Feb  1 16:04:44 2022,0.3779999911785126
5160,Swarm,1.45388888888889,37.0577777777778,Middle,2021-01-14,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022,0.02500000037252903
5161,Swarm,-1.05472222222222,37.8408333333333,Middle,2021-02-10,50.0,Kenya,Machakos County Kith,Tue Feb  1 16:04:44 2022,0.32499998807907104
5162,Swarm,-0.277777777777778,37.7977777777778,Early,2021-02-06,10.0,Kenya,TharakaNithi County,Tue Feb  1 16:04:44 2022,0.1770000010728836
5163,Swarm,0.0697222222222222,37.1652777777778,Early,2021-02-05,90.0,Kenya,Laikipia County uman,Tue Feb  1 16:04:44 2022,0.27399998903274536
5164,Band,3.32611111111111,37.0691666666667,Early,2020-06-08,3.0,Kenya,dhekuku at north_hor,Tue Feb  1 16:04:44 2022,0.023000000044703484
5165,Band,2.23722222222222,35.7283333333333,Middle,2020-06-17,100.0,Kenya,"kanaiki, kochodin Wa",Tue Feb  1 16:04:44 2022,0.2460000067949295
5166,Band,2.73472222222222,35.1905555555556,Late,2020-06-20,2.0,Kenya,Turkana,Tue Feb  1 16:04:44 2022,0.2709999978542328
5171,Band,3.37944444444444,39.0705555555556,Early,2020-06-30,3.0,Kenya,Odda Marsabit county,Tue Feb  1 16:04:44 2022,0.1289999932050705
5172,Band,2.266111111000044,35.72861111100008,Late,2020-05-28,900.0,Kenya,Kaloucholem,Tue Feb  1 16:04:44 2022,0.027000000700354576
5173,Swarm,2.70194444444444,37.2633333333333,Late,2020-06-25,3.0,Kenya,yell kurkum marsabit,Tue Feb  1 16:04:44 2022,0.07500000298023224
5174,Swarm,3.07055555555556,35.5441666666667,Early,2020-07-01,27.0,Kenya,"Turkana central, kan",Tue Feb  1 16:04:44 2022,0.06300000101327896
5175,Band,3.09194444444444,35.6094444444444,Early,2020-06-07,50.0,Kenya,"Turkana County, Turk",Tue Feb  1 16:04:44 2022,0.04100000113248825
5176,Band,3.00666666666667,37.3063888888889,Early,2020-06-01,3.0,Kenya,"Ollom, Marsabit",Tue Feb  1 16:04:44 2022,0.007000000216066837
5180,Band,3.32222222222222,37.0694444444445,Early,2020-06-05,2.0,Kenya,Marsabit County-El I,Tue Feb  1 16:04:44 2022,0.003000000026077032
5181,Band,1.56694444444444,37.2719444444444,Early,2020-06-02,30.0,Kenya,marti dorop,Tue Feb  1 16:04:44 2022,0.1289999932050705
5182,Swarm,-1.15694444444444,37.5927777777778,Late,2021-02-23,0.25,Kenya,Machakos counry Matu,Tue Feb  1 16:04:44 2022,0.3610000014305115
5183,Band,2.23888888888889,35.7283333333333,Middle,2020-06-17,150.0,Kenya,"Turkana county,turka",Tue Feb  1 16:04:44 2022,0.2460000067949295
5184,Band,3.04916666666667,35.5430555555556,Middle,2020-06-10,20.0,Kenya,Naotin-Nameturana vi,Tue Feb  1 16:04:44 2022,0.2680000066757202
5185,Swarm,-0.0652777777777778,37.2061111111111,Middle,2021-02-18,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022,0.20900000631809235
5186,Swarm,1.95472222222222,37.2144444444444,Early,2021-02-05,22.0,Kenya,marsabit countyIllau,Tue Feb  1 16:04:44 2022,0.02500000037252903
5188,Band,3.15055555555556,36.8261111111111,Middle,2020-06-17,0.1,Kenya,barambate marsabit c,Tue Feb  1 16:04:44 2022,0.004999999888241291
5190,Band,3.16888888888889,36.9277777777778,Late,2020-06-21,31.0,Kenya,"marsabit County, elb",Tue Feb  1 16:04:44 2022,0.07599999755620956
5191,Swarm,2.34333333333333,36.7419444444444,Late,2020-06-29,50.0,Kenya,"marsabit ,,Ejuk",Tue Feb  1 16:04:44 2022,0.02500000037252903
5192,Swarm,0.8666666670000609,37.00500000000005,Middle,2020-04-15,80.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022,0.3310000002384186
5194,Swarm,3.13194444444444,37.4269444444444,Late,2020-06-20,0.3,Kenya,kalacha aic hospital,Tue Feb  1 16:04:44 2022,0.0
5195,Swarm,3.13,37.4238888888889,Late,2020-06-25,1.0,Kenya,Around kalacha socia,Tue Feb  1 16:04:44 2022,0.004000000189989805
5196,Swarm,0.0722222222222222,37.2519444444444,Late,2021-01-28,20.0,Kenya,Meru County buuri ka,Tue Feb  1 16:04:44 2022,0.20900000631809235
5197,Swarm,-0.557222222222222,39.6652777777778,Early,2021-02-05,100.0,Kenya,Garissa township,Tue Feb  1 16:04:44 2022,0.13099999725818634
5203,Band,2.375555556000052,35.654444444000035,Late,2020-05-24,20.0,Kenya,naulukalale lokichar,Tue Feb  1 16:04:44 2022,0.013000000268220901
5205,Swarm,2.046666667000068,36.97055555600008,Early,2020-04-09,15.0,Kenya,Marsabit,Tue Feb  1 16:04:44 2022,0.03099999949336052
5207,Band,3.055,36.8472222222222,Middle,2020-06-18,5.0,Kenya,"marsabit county, tha",Tue Feb  1 16:04:44 2022,0.0
5208,Band,-2.16527777777778,40.8844444444444,Early,2021-01-08,25.0,Kenya,Hindi,Tue Feb  1 16:04:44 2022,0.14000000059604645
5209,Swarm,3.12694444444444,37.4266666666667,Late,2020-06-21,0.3,Kenya,manyatta lala sala!a,Tue Feb  1 16:04:44 2022,0.0
5210,Swarm,0.928055555555556,38.4538888888889,Middle,2021-01-12,130.0,Kenya,ISIOLO COUNTYCHARI W,Tue Feb  1 16:04:44 2022,0.11800000071525574
5211,Swarm,0.28,37.6147222222222,Middle,2021-01-19,100.0,Kenya,Meru Countytigania w,Tue Feb  1 16:04:44 2022,0.1860000044107437
5212,Swarm,-0.908888888888889,37.8122222222222,Early,2021-02-09,4.0,Kenya,Machakos County,Tue Feb  1 16:04:44 2022,0.3019999861717224
5213,Swarm,0.0641666666666667,37.1925,Middle,2021-02-18,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022,0.3190000057220459
5216,Band,0.4000000000000341,37.55000000000007,Late,2020-02-21,100.0,Kenya,Alamach,Tue Feb  1 16:04:44 2022,0.16300000250339508
5218,Swarm,2.865,36.6988888888889,Early,2021-03-02,18.0,Kenya,Marsabit countyLoiya,Tue Feb  1 16:04:44 2022,0.019999999552965164
5221,Band,2.23194444444444,35.7319444444444,Middle,2020-06-18,5.0,Kenya,"nakipomea, kochodin",Tue Feb  1 16:04:44 2022,0.1940000057220459
5222,Band,2.85388888888889,35.2322222222222,Early,2020-06-04,160.0,Kenya,turkana county loima,Tue Feb  1 16:04:44 2022,0.020999999716877937
5223,Swarm,1.05833333333333,37.5058333333333,Middle,2021-01-14,100.0,Kenya,sererongoi sereolipi,Tue Feb  1 16:04:44 2022,0.09399999678134918
5224,Swarm,0.768888888888889,38.1588888888889,Middle,2021-01-18,100.0,Kenya,Barampate areas isio,Tue Feb  1 16:04:44 2022,0.09799999743700027
5227,Band,2.21777777777778,36.9025,Middle,2020-06-13,50.0,Kenya,Loonjorin,Tue Feb  1 16:04:44 2022,0.11299999803304672
5228,Band,2.20777777777778,35.7708333333333,Early,2020-06-06,100.0,Kenya,"kodekode, Turkana ea",Tue Feb  1 16:04:44 2022,0.02199999988079071
5229,Band,4.1625,34.4105555555556,Late,2020-07-28,5.0,Kenya,Turkana County,Tue Feb  1 16:04:44 2022,0.37700000405311584
5232,Swarm,0.005,36.2769444444444,Early,2021-04-02,100.0,Kenya,Nyahururu county,Tue Feb  1 16:04:44 2022,0.28600001335144043
5233,Band,2.3297222220000435,37.98944444400007,Late,2020-05-29,20.0,Kenya,marsabit county karg,Tue Feb  1 16:04:44 2022,0.30799999833106995
5234,Swarm,2.4102777780000224,36.86000000000007,Early,2020-04-05,4.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022,0.023000000044703484
5235,Swarm,2.7533333330000573,35.36777777800006,Early,2020-05-04,1500.0,Kenya,Turkana,Tue Feb  1 16:04:44 2022,0.29499998688697815
5238,Band,3.33111111111111,36.6883333333333,Early,2020-06-08,3.0,Kenya,Marsabit County- Wan,Tue Feb  1 16:04:44 2022,0.026000000536441803
5243,Swarm,2.75222222222222,36.7183333333333,Early,2021-02-05,100.0,Kenya,Nakuron Loiyangalani,Tue Feb  1 16:04:44 2022,0.00800000037997961
5244,Swarm,-0.492777777777778,37.4533333333333,Late,2021-02-20,25.0,Kenya,Embu CountyIria ria,Tue Feb  1 16:04:44 2022,0.3700000047683716
5245,Band,1.56305555555556,37.5672222222222,Early,2020-06-07,2.0,Kenya,marsabit county loro,Tue Feb  1 16:04:44 2022,0.13099999725818634
5247,Swarm,2.20416666666667,35.8005555555556,Middle,2020-06-15,50.0,Kenya,"Nakukulas, kochodin",Tue Feb  1 16:04:44 2022,0.29899999499320984
5249,Swarm,0.5802777780000383,37.48138888900007,Late,2020-04-21,200.0,Kenya,Isiolo County,Tue Feb  1 16:04:44 2022,0.3799999952316284
5251,Band,3.32055555555556,35.2508333333333,Early,2020-06-07,0.5,Kenya,"Loima,Turkwel,Lomil",Tue Feb  1 16:04:44 2022,0.2280000001192093
5256,Swarm,0.0441666666666667,37.1441666666667,Early,2021-02-05,25.0,Kenya,Laikipia County Equi,Tue Feb  1 16:04:44 2022,0.27399998903274536
5257,Swarm,-0.715277777777778,37.95,Middle,2021-02-19,50.0,Kenya,Kitui County mumoni,Tue Feb  1 16:04:44 2022,0.23999999463558197
5258,Band,1.95166666666667,36.0302777777778,Middle,2020-06-13,5.3,Kenya,Nagoropesur,Tue Feb  1 16:04:44 2022,0.0560000017285347
5260,Band,3.002777778000052,36.00277777800005,Middle,2020-03-19,100.0,Kenya,Turkana area 3,Tue Feb  1 16:04:44 2022,0.289000004529953
5261,Band,2.4922222220000663,37.46111111100004,Middle,2020-05-16,1000.0,Kenya,falam kargi area,Tue Feb  1 16:04:44 2022,0.12399999797344208
5262,Band,2.1119444440000734,36.13944444400005,Late,2020-05-24,700.0,Kenya,katilia location Ele,Tue Feb  1 16:04:44 2022,0.019999999552965164
5263,Swarm,2.28166666666667,35.8036111111111,Middle,2020-06-14,5000.0,Kenya,"Namudat, kochodin Wa",Tue Feb  1 16:04:44 2022,0.32499998807907104
5264,Swarm,-0.1758333329999573,37.71527777800003,Middle,2020-02-19,5.0,Kenya,Mweru,Tue Feb  1 16:04:44 2022,0.42399999499320984
5266,Band,3.26805555555556,37.0425,Early,2020-06-02,3.0,Kenya,Marsabit County Nort,Tue Feb  1 16:04:44 2022,0.0
5267,Band,2.855,36.6933333333333,Middle,2020-06-18,1.0,Kenya,marsabit county komo,Tue Feb  1 16:04:44 2022,0.0
5268,Band,2.13111111111111,36.12,Middle,2020-06-18,1.0,Kenya,katilia center,Tue Feb  1 16:04:44 2022,0.20200000703334808
5270,Band,3.14583333333333,36.825,Middle,2020-06-16,0.3,Kenya,barambate village,Tue Feb  1 16:04:44 2022,0.013000000268220901
5271,Band,3.06055555555556,35.805,Middle,2020-06-11,4.0,Kenya,lokitela on the way,Tue Feb  1 16:04:44 2022,0.12600000202655792
5276,Swarm,2.18166666666667,35.7905555555556,Late,2020-06-27,2000.0,Kenya,"lopuroto, kochodin W",Tue Feb  1 16:04:44 2022,0.21199999749660492
5277,Band,3.13472222222222,37.4319444444444,Middle,2020-06-10,0.5,Kenya,"Marsabit County, kal",Tue Feb  1 16:04:44 2022,0.007000000216066837
5281,Band,3.20027777777778,36.9663888888889,Early,2020-06-03,2.5,Kenya,"Lag El Boru, Marsabi",Tue Feb  1 16:04:44 2022,0.004000000189989805
5283,Band,3.09694444444444,35.6327777777778,Middle,2020-06-18,50.0,Kenya,st. James minor semi,Tue Feb  1 16:04:44 2022,0.09799999743700027
5285,Swarm,2.35555555555556,38.0016666666667,Middle,2021-01-17,100.0,Kenya,Marsabit CountyJIRIM,Tue Feb  1 16:04:44 2022,0.27000001072883606
5286,Swarm,0.587222222222222,38.0777777777778,Middle,2021-02-11,100.0,Kenya,Yakbarsati isiolo,Tue Feb  1 16:04:44 2022,0.12600000202655792
5287,Swarm,-0.9525,37.9577777777778,Late,2021-02-23,25.0,Kenya,Kitui County mwingi,Tue Feb  1 16:04:44 2022,0.29899999499320984
5288,Band,3.19,36.9369444444444,Early,2020-06-08,2.0,Kenya,Marsabit County - El,Tue Feb  1 16:04:44 2022,0.02199999988079071
